00000,0000*,000**,00***,0****,*****
28097,2809*,280**,28***,2****,*****
28098,2809*,280**,28***,2****,*****
28101,2810*,281**,28***,2****,*****
28102,2810*,281**,28***,2****,*****
28103,2810*,281**,28***,2****,*****
28104,2810*,281**,28***,2****,*****
28105,2810*,281**,28***,2****,*****
28107,2810*,281**,28***,2****,*****
28109,2810*,281**,28***,2****,*****
28110,2811*,281**,28***,2****,*****
28112,2811*,281**,28***,2****,*****
28114,2811*,281**,28***,2****,*****
28115,2811*,281**,28***,2****,*****
28117,2811*,281**,28***,2****,*****
28119,2811*,281**,28***,2****,*****
28120,2812*,281**,28***,2****,*****
28124,2812*,281**,28***,2****,*****
28125,2812*,281**,28***,2****,*****
28127,2812*,281**,28***,2****,*****
28128,2812*,281**,28***,2****,*****
28129,2812*,281**,28***,2****,*****
28133,2813*,281**,28***,2****,*****
28134,2813*,281**,28***,2****,*****
28135,2813*,281**,28***,2****,*****
28136,2813*,281**,28***,2****,*****
28137,2813*,281**,28***,2****,*****
28138,2813*,281**,28***,2****,*****
28139,2813*,281**,28***,2****,*****
28144,2814*,281**,28***,2****,*****
28146,2814*,281**,28***,2****,*****
28147,2814*,281**,28***,2****,*****
28150,2815*,281**,28***,2****,*****
28152,2815*,281**,28***,2****,*****
28159,2815*,281**,28***,2****,*****
28160,2816*,281**,28***,2****,*****
28163,2816*,281**,28***,2****,*****
28164,2816*,281**,28***,2****,*****
28166,2816*,281**,28***,2****,*****
28167,2816*,281**,28***,2****,*****
28168,2816*,281**,28***,2****,*****
28169,2816*,281**,28***,2****,*****
28170,2817*,281**,28***,2****,*****
28173,2817*,281**,28***,2****,*****
28174,2817*,281**,28***,2****,*****
28202,2820*,282**,28***,2****,*****
28203,2820*,282**,28***,2****,*****
28204,2820*,282**,28***,2****,*****
28205,2820*,282**,28***,2****,*****
28206,2820*,282**,28***,2****,*****
28207,2820*,282**,28***,2****,*****
28208,2820*,282**,28***,2****,*****
28209,2820*,282**,28***,2****,*****
28210,2821*,282**,28***,2****,*****
28211,2821*,282**,28***,2****,*****
28212,2821*,282**,28***,2****,*****
28213,2821*,282**,28***,2****,*****
28214,2821*,282**,28***,2****,*****
28215,2821*,282**,28***,2****,*****
28216,2821*,282**,28***,2****,*****
28217,2821*,282**,28***,2****,*****
28223,2822*,282**,28***,2****,*****
28226,2822*,282**,28***,2****,*****
28227,2822*,282**,28***,2****,*****
28262,2826*,282**,28***,2****,*****
28269,2826*,282**,28***,2****,*****
28270,2827*,282**,28***,2****,*****
28273,2827*,282**,28***,2****,*****
28274,2827*,282**,28***,2****,*****
28277,2827*,282**,28***,2****,*****
28278,2827*,282**,28***,2****,*****
28301,2830*,283**,28***,2****,*****
28303,2830*,283**,28***,2****,*****
28304,2830*,283**,28***,2****,*****
28305,2830*,283**,28***,2****,*****
28306,2830*,283**,28***,2****,*****
28307,2830*,283**,28***,2****,*****
28308,2830*,283**,28***,2****,*****
28310,2831*,283**,28***,2****,*****
28311,2831*,283**,28***,2****,*****
28312,2831*,283**,28***,2****,*****
28314,2831*,283**,28***,2****,*****
28315,2831*,283**,28***,2****,*****
28318,2831*,283**,28***,2****,*****
28320,2832*,283**,28***,2****,*****
28323,2832*,283**,28***,2****,*****
28325,2832*,283**,28***,2****,*****
28326,2832*,283**,28***,2****,*****
28327,2832*,283**,28***,2****,*****
28328,2832*,283**,28***,2****,*****
28330,2833*,283**,28***,2****,*****
28332,2833*,283**,28***,2****,*****
28333,2833*,283**,28***,2****,*****
28334,2833*,283**,28***,2****,*****
28337,2833*,283**,28***,2****,*****
28338,2833*,283**,28***,2****,*****
28339,2833*,283**,28***,2****,*****
28340,2834*,283**,28***,2****,*****
28341,2834*,283**,28***,2****,*****
28342,2834*,283**,28***,2****,*****
28343,2834*,283**,28***,2****,*****
28344,2834*,283**,28***,2****,*****
28345,2834*,283**,28***,2****,*****
28347,2834*,283**,28***,2****,*****
28348,2834*,283**,28***,2****,*****
28349,2834*,283**,28***,2****,*****
28350,2835*,283**,28***,2****,*****
28351,2835*,283**,28***,2****,*****
28352,2835*,283**,28***,2****,*****
28356,2835*,283**,28***,2****,*****
28357,2835*,283**,28***,2****,*****
28358,2835*,283**,28***,2****,*****
28359,2835*,283**,28***,2****,*****
28360,2836*,283**,28***,2****,*****
28362,2836*,283**,28***,2****,*****
28363,2836*,283**,28***,2****,*****
28364,2836*,283**,28***,2****,*****
28365,2836*,283**,28***,2****,*****
28366,2836*,283**,28***,2****,*****
28367,2836*,283**,28***,2****,*****
28369,2836*,283**,28***,2****,*****
28371,2837*,283**,28***,2****,*****
28372,2837*,283**,28***,2****,*****
28373,2837*,283**,28***,2****,*****
28374,2837*,283**,28***,2****,*****
28375,2837*,283**,28***,2****,*****
28376,2837*,283**,28***,2****,*****
28377,2837*,283**,28***,2****,*****
28378,2837*,283**,28***,2****,*****
28379,2837*,283**,28***,2****,*****
28382,2838*,283**,28***,2****,*****
28383,2838*,283**,28***,2****,*****
28384,2838*,283**,28***,2****,*****
28385,2838*,283**,28***,2****,*****
28386,2838*,283**,28***,2****,*****
28387,2838*,283**,28***,2****,*****
28390,2839*,283**,28***,2****,*****
28391,2839*,283**,28***,2****,*****
28392,2839*,283**,28***,2****,*****
28393,2839*,283**,28***,2****,*****
28394,2839*,283**,28***,2****,*****
28395,2839*,283**,28***,2****,*****
28396,2839*,283**,28***,2****,*****
28398,2839*,283**,28***,2****,*****
28399,2839*,283**,28***,2****,*****
28401,2840*,284**,28***,2****,*****
28403,2840*,284**,28***,2****,*****
28405,2840*,284**,28***,2****,*****
28409,2840*,284**,28***,2****,*****
28411,2841*,284**,28***,2****,*****
28412,2841*,284**,28***,2****,*****
28420,2842*,284**,28***,2****,*****
28421,2842*,284**,28***,2****,*****
28422,2842*,284**,28***,2****,*****
28423,2842*,284**,28***,2****,*****
28424,2842*,284**,28***,2****,*****
28425,2842*,284**,28***,2****,*****
28428,2842*,284**,28***,2****,*****
28429,2842*,284**,28***,2****,*****
28430,2843*,284**,28***,2****,*****
28431,2843*,284**,28***,2****,*****
28432,2843*,284**,28***,2****,*****
28433,2843*,284**,28***,2****,*****
28434,2843*,284**,28***,2****,*****
28435,2843*,284**,28***,2****,*****
28436,2843*,284**,28***,2****,*****
28438,2843*,284**,28***,2****,*****
28439,2843*,284**,28***,2****,*****
28441,2844*,284**,28***,2****,*****
28442,2844*,284**,28***,2****,*****
28443,2844*,284**,28***,2****,*****
28444,2844*,284**,28***,2****,*****
28445,2844*,284**,28***,2****,*****
28446,2844*,284**,28***,2****,*****
28447,2844*,284**,28***,2****,*****
28448,2844*,284**,28***,2****,*****
28449,2844*,284**,28***,2****,*****
28450,2845*,284**,28***,2****,*****
28451,2845*,284**,28***,2****,*****
28452,2845*,284**,28***,2****,*****
28453,2845*,284**,28***,2****,*****
28454,2845*,284**,28***,2****,*****
28455,2845*,284**,28***,2****,*****
28456,2845*,284**,28***,2****,*****
28457,2845*,284**,28***,2****,*****
28458,2845*,284**,28***,2****,*****
28460,2846*,284**,28***,2****,*****
28461,2846*,284**,28***,2****,*****
28462,2846*,284**,28***,2****,*****
28463,2846*,284**,28***,2****,*****
28464,2846*,284**,28***,2****,*****
28465,2846*,284**,28***,2****,*****
28466,2846*,284**,28***,2****,*****
28467,2846*,284**,28***,2****,*****
28468,2846*,284**,28***,2****,*****
28469,2846*,284**,28***,2****,*****
28470,2847*,284**,28***,2****,*****
28471,2847*,284**,28***,2****,*****
28472,2847*,284**,28***,2****,*****
28478,2847*,284**,28***,2****,*****
28479,2847*,284**,28***,2****,*****
28480,2848*,284**,28***,2****,*****
28501,2850*,285**,28***,2****,*****
28504,2850*,285**,28***,2****,*****
28508,2850*,285**,28***,2****,*****
28509,2850*,285**,28***,2****,*****
28510,2851*,285**,28***,2****,*****
28511,2851*,285**,28***,2****,*****
28512,2851*,285**,28***,2****,*****
28513,2851*,285**,28***,2****,*****
28515,2851*,285**,28***,2****,*****
28516,2851*,285**,28***,2****,*****
28518,2851*,285**,28***,2****,*****
28519,2851*,285**,28***,2****,*****
28520,2852*,285**,28***,2****,*****
28521,2852*,285**,28***,2****,*****
28522,2852*,285**,28***,2****,*****
28523,2852*,285**,28***,2****,*****
28524,2852*,285**,28***,2****,*****
28525,2852*,285**,28***,2****,*****
28526,2852*,285**,28***,2****,*****
28527,2852*,285**,28***,2****,*****
28528,2852*,285**,28***,2****,*****
28529,2852*,285**,28***,2****,*****
28530,2853*,285**,28***,2****,*****
28531,2853*,285**,28***,2****,*****
28532,2853*,285**,28***,2****,*****
28533,2853*,285**,28***,2****,*****
28537,2853*,285**,28***,2****,*****
28538,2853*,285**,28***,2****,*****
28539,2853*,285**,28***,2****,*****
28540,2854*,285**,28***,2****,*****
28542,2854*,285**,28***,2****,*****
28543,2854*,285**,28***,2****,*****
28544,2854*,285**,28***,2****,*****
28546,2854*,285**,28***,2****,*****
28547,2854*,285**,28***,2****,*****
28551,2855*,285**,28***,2****,*****
28552,2855*,285**,28***,2****,*****
28553,2855*,285**,28***,2****,*****
28554,2855*,285**,28***,2****,*****
28555,2855*,285**,28***,2****,*****
28556,2855*,285**,28***,2****,*****
28557,2855*,285**,28***,2****,*****
28560,2856*,285**,28***,2****,*****
28562,2856*,285**,28***,2****,*****
28570,2857*,285**,28***,2****,*****
28571,2857*,285**,28***,2****,*****
28572,2857*,285**,28***,2****,*****
28573,2857*,285**,28***,2****,*****
28574,2857*,285**,28***,2****,*****
28575,2857*,285**,28***,2****,*****
28577,2857*,285**,28***,2****,*****
28578,2857*,285**,28***,2****,*****
28579,2857*,285**,28***,2****,*****
28580,2858*,285**,28***,2****,*****
28581,2858*,285**,28***,2****,*****
28582,2858*,285**,28***,2****,*****
28583,2858*,285**,28***,2****,*****
28584,2858*,285**,28***,2****,*****
28585,2858*,285**,28***,2****,*****
28586,2858*,285**,28***,2****,*****
28587,2858*,285**,28***,2****,*****
28589,2858*,285**,28***,2****,*****
28590,2859*,285**,28***,2****,*****
28594,2859*,285**,28***,2****,*****
28601,2860*,286**,28***,2****,*****
28602,2860*,286**,28***,2****,*****
28604,2860*,286**,28***,2****,*****
28605,2860*,286**,28***,2****,*****
28606,2860*,286**,28***,2****,*****
28607,2860*,286**,28***,2****,*****
28608,2860*,286**,28***,2****,*****
28609,2860*,286**,28***,2****,*****
28610,2861*,286**,28***,2****,*****
28611,2861*,286**,28***,2****,*****
28612,2861*,286**,28***,2****,*****
28613,2861*,286**,28***,2****,*****
28615,2861*,286**,28***,2****,*****
28616,2861*,286**,28***,2****,*****
28617,2861*,286**,28***,2****,*****
28618,2861*,286**,28***,2****,*****
28619,2861*,286**,28***,2****,*****
28621,2862*,286**,28***,2****,*****
28622,2862*,286**,28***,2****,*****
28623,2862*,286**,28***,2****,*****
28624,2862*,286**,28***,2****,*****
28625,2862*,286**,28***,2****,*****
28626,2862*,286**,28***,2****,*****
28627,2862*,286**,28***,2****,*****
28628,2862*,286**,28***,2****,*****
28629,2862*,286**,28***,2****,*****
28630,2863*,286**,28***,2****,*****
28631,2863*,286**,28***,2****,*****
28634,2863*,286**,28***,2****,*****
28635,2863*,286**,28***,2****,*****
28636,2863*,286**,28***,2****,*****
28637,2863*,286**,28***,2****,*****
28638,2863*,286**,28***,2****,*****
28640,2864*,286**,28***,2****,*****
28641,2864*,286**,28***,2****,*****
28642,2864*,286**,28***,2****,*****
28643,2864*,286**,28***,2****,*****
28644,2864*,286**,28***,2****,*****
28645,2864*,286**,28***,2****,*****
28646,2864*,286**,28***,2****,*****
28647,2864*,286**,28***,2****,*****
28649,2864*,286**,28***,2****,*****
28650,2865*,286**,28***,2****,*****
28651,2865*,286**,28***,2****,*****
28652,2865*,286**,28***,2****,*****
28653,2865*,286**,28***,2****,*****
28654,2865*,286**,28***,2****,*****
28655,2865*,286**,28***,2****,*****
28657,2865*,286**,28***,2****,*****
28658,2865*,286**,28***,2****,*****
28659,2865*,286**,28***,2****,*****
28660,2866*,286**,28***,2****,*****
28661,2866*,286**,28***,2****,*****
28662,2866*,286**,28***,2****,*****
28663,2866*,286**,28***,2****,*****
28664,2866*,286**,28***,2****,*****
28665,2866*,286**,28***,2****,*****
28666,2866*,286**,28***,2****,*****
28667,2866*,286**,28***,2****,*****
28668,2866*,286**,28***,2****,*****
28669,2866*,286**,28***,2****,*****
28670,2867*,286**,28***,2****,*****
28671,2867*,286**,28***,2****,*****
28672,2867*,286**,28***,2****,*****
28673,2867*,286**,28***,2****,*****
28675,2867*,286**,28***,2****,*****
28676,2867*,286**,28***,2****,*****
28677,2867*,286**,28***,2****,*****
28678,2867*,286**,28***,2****,*****
28679,2867*,286**,28***,2****,*****
28681,2868*,286**,28***,2****,*****
28682,2868*,286**,28***,2****,*****
28683,2868*,286**,28***,2****,*****
28684,2868*,286**,28***,2****,*****
28685,2868*,286**,28***,2****,*****
28689,2868*,286**,28***,2****,*****
28690,2869*,286**,28***,2****,*****
28692,2869*,286**,28***,2****,*****
28693,2869*,286**,28***,2****,*****
28694,2869*,286**,28***,2****,*****
28697,2869*,286**,28***,2****,*****
28698,2869*,286**,28***,2****,*****
28701,2870*,287**,28***,2****,*****
28702,2870*,287**,28***,2****,*****
28703,2870*,287**,28***,2****,*****
28704,2870*,287**,28***,2****,*****
28705,2870*,287**,28***,2****,*****
28707,2870*,287**,28***,2****,*****
28708,2870*,287**,28***,2****,*****
28709,2870*,287**,28***,2****,*****
28711,2871*,287**,28***,2****,*****
28712,2871*,287**,28***,2****,*****
28713,2871*,287**,28***,2****,*****
28714,2871*,287**,28***,2****,*****
28715,2871*,287**,28***,2****,*****
28716,2871*,287**,28***,2****,*****
28717,2871*,287**,28***,2****,*****
28718,2871*,287**,28***,2****,*****
28719,2871*,287**,28***,2****,*****
28720,2872*,287**,28***,2****,*****
28721,2872*,287**,28***,2****,*****
28722,2872*,287**,28***,2****,*****
28723,2872*,287**,28***,2****,*****
28725,2872*,287**,28***,2****,*****
28726,2872*,287**,28***,2****,*****
28728,2872*,287**,28***,2****,*****
28729,2872*,287**,28***,2****,*****
28730,2873*,287**,28***,2****,*****
28731,2873*,287**,28***,2****,*****
28732,2873*,287**,28***,2****,*****
28733,2873*,287**,28***,2****,*****
28734,2873*,287**,28***,2****,*****
28735,2873*,287**,28***,2****,*****
28736,2873*,287**,28***,2****,*****
28737,2873*,287**,28***,2****,*****
28739,2873*,287**,28***,2****,*****
28740,2874*,287**,28***,2****,*****
28741,2874*,287**,28***,2****,*****
28742,2874*,287**,28***,2****,*****
28743,2874*,287**,28***,2****,*****
28745,2874*,287**,28***,2****,*****
28746,2874*,287**,28***,2****,*****
28747,2874*,287**,28***,2****,*****
28748,2874*,287**,28***,2****,*****
28749,2874*,287**,28***,2****,*****
28750,2875*,287**,28***,2****,*****
28751,2875*,287**,28***,2****,*****
28752,2875*,287**,28***,2****,*****
28753,2875*,287**,28***,2****,*****
28754,2875*,287**,28***,2****,*****
28756,2875*,287**,28***,2****,*****
28757,2875*,287**,28***,2****,*****
28759,2875*,287**,28***,2****,*****
28761,2876*,287**,28***,2****,*****
28762,2876*,287**,28***,2****,*****
28763,2876*,287**,28***,2****,*****
28765,2876*,287**,28***,2****,*****
28766,2876*,287**,28***,2****,*****
28768,2876*,287**,28***,2****,*****
28770,2877*,287**,28***,2****,*****
28771,2877*,287**,28***,2****,*****
28772,2877*,287**,28***,2****,*****
28773,2877*,287**,28***,2****,*****
28774,2877*,287**,28***,2****,*****
28775,2877*,287**,28***,2****,*****
28777,2877*,287**,28***,2****,*****
28778,2877*,287**,28***,2****,*****
28779,2877*,287**,28***,2****,*****
28781,2878*,287**,28***,2****,*****
28782,2878*,287**,28***,2****,*****
28783,2878*,287**,28***,2****,*****
28785,2878*,287**,28***,2****,*****
28786,2878*,287**,28***,2****,*****
28787,2878*,287**,28***,2****,*****
28788,2878*,287**,28***,2****,*****
28789,2878*,287**,28***,2****,*****
28790,2879*,287**,28***,2****,*****
28791,2879*,287**,28***,2****,*****
28792,2879*,287**,28***,2****,*****
28801,2880*,288**,28***,2****,*****
28803,2880*,288**,28***,2****,*****
28804,2880*,288**,28***,2****,*****
28805,2880*,288**,28***,2****,*****
28806,2880*,288**,28***,2****,*****
28901,2890*,289**,28***,2****,*****
28902,2890*,289**,28***,2****,*****
28904,2890*,289**,28***,2****,*****
28905,2890*,289**,28***,2****,*****
28906,2890*,289**,28***,2****,*****
28909,2890*,289**,28***,2****,*****
30546,3054*,305**,30***,3****,*****
37821,3782*,378**,37***,3****,*****
